"data";"sq_casa";"sq_ospite";"risultato_finale";"reti_casa";"reti_ospite";"divisione";"serie";"tot_reti";"diff_reti";"risultato"
"1974-12-14";"Ipswich Town";"Tottenham Hotspur";"4-0";4;0;1;1;4;4;"H"
"1974-12-14";"Leeds United";"Stoke City";"3-1";3;1;1;1;4;2;"H"
"1974-12-14";"Liverpool";"Luton Town";"2-0";2;0;1;1;2;2;"H"
"1974-12-14";"Middlesbrough";"Birmingham City";"3-0";3;0;1;1;3;3;"H"
"1974-12-14";"Queens Park Rangers";"Sheffield United";"1-0";1;0;1;1;1;1;"H"
"1974-12-14";"West Ham United";"Manchester City";"0-0";0;0;1;1;0;0;"D"
"1974-12-14";"Wolverhampton Wanderers";"Burnley";"4-2";4;2;1;1;6;2;"H"
"1974-12-20";"Leicester City";"Ipswich Town";"0-1";0;1;1;1;1;-1;"A"
"1974-12-20";"Sheffield United";"Coventry City";"1-0";1;0;1;1;1;1;"H"
"1974-12-21";"Birmingham City";"Liverpool";"3-1";3;1;1;1;4;2;"H"
"1974-12-21";"Burnley";"Middlesbrough";"1-1";1;1;1;1;2;0;"D"
"1974-12-21";"Chelsea";"West Ham United";"1-1";1;1;1;1;2;0;"D"
"1974-12-21";"Everton";"Carlisle United";"2-3";2;3;1;1;5;-1;"A"
"1974-12-21";"Luton Town";"Derby County";"1-0";1;0;1;1;1;1;"H"
"1974-12-21";"Manchester City";"Wolverhampton Wanderers";"0-0";0;0;1;1;0;0;"D"
"1974-12-21";"Newcastle United";"Leeds United";"3-0";3;0;1;1;3;3;"H"
"1974-12-21";"Stoke City";"Arsenal";"0-2";0;2;1;1;2;-2;"A"
"1974-12-21";"Tottenham Hotspur";"Queens Park Rangers";"1-2";1;2;1;1;3;-1;"A"
"1974-12-26";"Arsenal";"Chelsea";"1-2";1;2;1;1;3;-1;"A"
"1974-12-26";"Carlisle United";"Newcastle United";"1-2";1;2;1;1;3;-1;"A"
"1974-12-26";"Coventry City";"Stoke City";"2-0";2;0;1;1;2;2;"H"
"1974-12-26";"Derby County";"Birmingham City";"2-1";2;1;1;1;3;1;"H"
"1974-12-26";"Ipswich Town";"Luton Town";"0-1";0;1;1;1;1;-1;"A"
"1974-12-26";"Leeds United";"Burnley";"2-2";2;2;1;1;4;0;"D"
"1974-12-26";"Liverpool";"Manchester City";"4-1";4;1;1;1;5;3;"H"
"1974-12-26";"Middlesbrough";"Sheffield United";"1-0";1;0;1;1;1;1;"H"
"1974-12-26";"Queens Park Rangers";"Leicester City";"4-2";4;2;1;1;6;2;"H"
"1974-12-26";"West Ham United";"Tottenham Hotspur";"1-1";1;1;1;1;2;0;"D"
"1974-12-26";"Wolverhampton Wanderers";"Everton";"2-0";2;0;1;1;2;2;"H"
"1974-12-28";"Birmingham City";"Ipswich Town";"0-1";0;1;1;1;1;-1;"A"
"1974-12-28";"Burnley";"Carlisle United";"2-1";2;1;1;1;3;1;"H"
"1974-12-28";"Chelsea";"Queens Park Rangers";"0-3";0;3;1;1;3;-3;"A"
"1974-12-28";"Everton";"Middlesbrough";"1-1";1;1;1;1;2;0;"D"
"1974-12-28";"Leicester City";"Leeds United";"0-2";0;2;1;1;2;-2;"A"
"1974-12-28";"Luton Town";"Wolverhampton Wanderers";"3-2";3;2;1;1;5;1;"H"
"1974-12-28";"Manchester City";"Derby County";"1-2";1;2;1;1;3;-1;"A"
"1974-12-28";"Sheffield United";"Arsenal";"1-1";1;1;1;1;2;0;"D"
"1974-12-28";"Stoke City";"West Ham United";"2-1";2;1;1;1;3;1;"H"
"1974-12-28";"Tottenham Hotspur";"Coventry City";"1-1";1;1;1;1;2;0;"D"
"1975-01-11";"Arsenal";"Carlisle United";"2-1";2;1;1;1;3;1;"H"
"1975-01-11";"Coventry City";"Wolverhampton Wanderers";"2-1";2;1;1;1;3;1;"H"
"1975-01-11";"Derby County";"Liverpool";"2-0";2;0;1;1;2;2;"H"
"1975-01-11";"Everton";"Leicester City";"3-0";3;0;1;1;3;3;"H"
"1975-01-11";"Ipswich Town";"Middlesbrough";"2-0";2;0;1;1;2;2;"H"
"1975-01-11";"Leeds United";"West Ham United";"2-1";2;1;1;1;3;1;"H"
"1975-01-11";"Luton Town";"Chelsea";"1-1";1;1;1;1;2;0;"D"
"1975-01-11";"Newcastle United";"Tottenham Hotspur";"2-5";2;5;1;1;7;-3;"A"
"1975-01-11";"Queens Park Rangers";"Burnley";"0-1";0;1;1;1;1;-1;"A"
"1975-01-11";"Sheffield United";"Manchester City";"1-1";1;1;1;1;2;0;"D"
"1975-01-11";"Stoke City";"Birmingham City";"0-0";0;0;1;1;0;0;"D"
"1975-01-18";"Birmingham City";"Everton";"0-3";0;3;1;1;3;-3;"A"
"1975-01-18";"Burnley";"Luton Town";"1-0";1;0;1;1;1;1;"H"
"1975-01-18";"Carlisle United";"Ipswich Town";"2-1";2;1;1;1;3;1;"H"
"1975-01-18";"Chelsea";"Leeds United";"0-2";0;2;1;1;2;-2;"A"
"1975-01-18";"Leicester City";"Stoke City";"1-1";1;1;1;1;2;0;"D"
"1975-01-18";"Liverpool";"Coventry City";"2-1";2;1;1;1;3;1;"H"
"1975-01-18";"Manchester City";"Newcastle United";"5-1";5;1;1;1;6;4;"H"
"1975-01-18";"Middlesbrough";"Arsenal";"0-0";0;0;1;1;0;0;"D"
"1975-01-18";"Tottenham Hotspur";"Sheffield United";"1-3";1;3;1;1;4;-2;"A"
"1975-01-18";"West Ham United";"Queens Park Rangers";"2-2";2;2;1;1;4;0;"D"
"1975-01-18";"Wolverhampton Wanderers";"Derby County";"0-1";0;1;1;1;1;-1;"A"
"1975-02-01";"Arsenal";"Liverpool";"2-0";2;0;1;1;2;2;"H"
"1975-02-01";"Birmingham City";"Burnley";"1-1";1;1;1;1;2;0;"D"
"1975-02-01";"Everton";"Tottenham Hotspur";"1-0";1;0;1;1;1;1;"H"
"1975-02-01";"Ipswich Town";"Wolverhampton Wanderers";"2-0";2;0;1;1;2;2;"H"
"1975-02-01";"Leeds United";"Coventry City";"0-0";0;0;1;1;0;0;"D"
"1975-02-01";"Leicester City";"Chelsea";"1-1";1;1;1;1;2;0;"D"
"1975-02-01";"Newcastle United";"Middlesbrough";"2-1";2;1;1;1;3;1;"H"
"1975-02-01";"Queens Park Rangers";"Derby County";"4-1";4;1;1;1;5;3;"H"
"1975-02-01";"Sheffield United";"Luton Town";"1-1";1;1;1;1;2;0;"D"
"1975-02-01";"Stoke City";"Manchester City";"4-0";4;0;1;1;4;4;"H"
"1975-02-01";"West Ham United";"Carlisle United";"2-0";2;0;1;1;2;2;"H"
"1975-02-08";"Burnley";"Leicester City";"2-0";2;0;1;1;2;2;"H"
"1975-02-08";"Carlisle United";"Sheffield United";"0-1";0;1;1;1;1;-1;"A"
"1975-02-08";"Chelsea";"Birmingham City";"2-1";2;1;1;1;3;1;"H"
"1975-02-08";"Coventry City";"Queens Park Rangers";"1-1";1;1;1;1;2;0;"D"
"1975-02-08";"Derby County";"Leeds United";"0-0";0;0;1;1;0;0;"D"
"1975-02-08";"Liverpool";"Ipswich Town";"5-2";5;2;1;1;7;3;"H"
"1975-02-08";"Luton Town";"Newcastle United";"1-0";1;0;1;1;1;1;"H"
"1975-02-08";"Manchester City";"Everton";"2-1";2;1;1;1;3;1;"H"
"1975-02-08";"Middlesbrough";"West Ham United";"0-0";0;0;1;1;0;0;"D"
"1975-02-08";"Tottenham Hotspur";"Stoke City";"0-2";0;2;1;1;2;-2;"A"
"1975-02-08";"Wolverhampton Wanderers";"Arsenal";"1-0";1;0;1;1;1;1;"H"
"1975-02-12";"Newcastle United";"Liverpool";"4-1";4;1;1;1;5;3;"H"
"1975-02-15";"Coventry City";"Tottenham Hotspur";"1-1";1;1;1;1;2;0;"D"
"1975-02-15";"Newcastle United";"Burnley";"3-0";3;0;1;1;3;3;"H"
"1975-02-15";"Sheffield United";"Chelsea";"2-1";2;1;1;1;3;1;"H"
"1975-02-15";"Stoke City";"Wolverhampton Wanderers";"2-2";2;2;1;1;4;0;"D"
"1975-02-18";"Birmingham City";"Tottenham Hotspur";"1-0";1;0;1;1;1;1;"H"
"1975-02-19";"West Ham United";"Liverpool";"0-0";0;0;1;1;0;0;"D"
"1975-02-22";"Burnley";"Sheffield United";"2-1";2;1;1;1;3;1;"H"
"1975-02-22";"Carlisle United";"Queens Park Rangers";"1-2";1;2;1;1;3;-1;"A"
"1975-02-22";"Chelsea";"Newcastle United";"3-2";3;2;1;1;5;1;"H"
"1975-02-22";"Coventry City";"Ipswich Town";"3-1";3;1;1;1;4;2;"H"
"1975-02-22";"Derby County";"Arsenal";"2-1";2;1;1;1;3;1;"H"
"1975-02-22";"Liverpool";"Everton";"0-0";0;0;1;1;0;0;"D"
"1975-02-22";"Luton Town";"Stoke City";"0-0";0;0;1;1;0;0;"D"
"1975-02-22";"Manchester City";"Birmingham City";"3-1";3;1;1;1;4;2;"H"
"1975-02-22";"Middlesbrough";"Leeds United";"0-1";0;1;1;1;1;-1;"A"
"1975-02-22";"Tottenham Hotspur";"Leicester City";"0-3";0;3;1;1;3;-3;"A"
"1975-02-22";"Wolverhampton Wanderers";"West Ham United";"3-1";3;1;1;1;4;2;"H"
"1975-02-25";"Everton";"Luton Town";"3-1";3;1;1;1;4;2;"H"
"1975-02-25";"Ipswich Town";"Derby County";"3-0";3;0;1;1;3;3;"H"
"1975-02-25";"Leeds United";"Carlisle United";"3-1";3;1;1;1;4;2;"H"
"1975-02-25";"Queens Park Rangers";"Middlesbrough";"0-0";0;0;1;1;0;0;"D"
"1975-02-28";"West Ham United";"Newcastle United";"0-1";0;1;1;1;1;-1;"A"
"1975-03-01";"Arsenal";"Everton";"0-2";0;2;1;1;2;-2;"A"
"1975-03-01";"Carlisle United";"Leicester City";"0-1";0;1;1;1;1;-1;"A"
"1975-03-01";"Coventry City";"Burnley";"0-3";0;3;1;1;3;-3;"A"
"1975-03-01";"Derby County";"Tottenham Hotspur";"3-1";3;1;1;1;4;2;"H"
"1975-03-01";"Ipswich Town";"Sheffield United";"0-1";0;1;1;1;1;-1;"A"
"1975-03-01";"Leeds United";"Manchester City";"2-2";2;2;1;1;4;0;"D"
"1975-03-01";"Liverpool";"Chelsea";"2-2";2;2;1;1;4;0;"D"
"1975-03-01";"Middlesbrough";"Stoke City";"2-0";2;0;1;1;2;2;"H"
"1975-03-01";"Queens Park Rangers";"Luton Town";"2-1";2;1;1;1;3;1;"H"
"1975-03-01";"Wolverhampton Wanderers";"Birmingham City";"0-1";0;1;1;1;1;-1;"A"
"1975-03-08";"Burnley";"Liverpool";"1-1";1;1;1;1;2;0;"D"
"1975-03-08";"Chelsea";"Derby County";"1-2";1;2;1;1;3;-1;"A"
"1975-03-08";"Everton";"Queens Park Rangers";"2-1";2;1;1;1;3;1;"H"
"1975-03-08";"Leicester City";"Manchester City";"1-0";1;0;1;1;1;1;"H"
"1975-03-08";"Luton Town";"Coventry City";"1-3";1;3;1;1;4;-2;"A"
"1975-03-08";"Sheffield United";"Wolverhampton Wanderers";"1-0";1;0;1;1;1;1;"H"
"1975-03-15";"Arsenal";"Birmingham City";"1-1";1;1;1;1;2;0;"D"
"1975-03-15";"Carlisle United";"Luton Town";"1-2";1;2;1;1;3;-1;"A"
"1975-03-15";"Coventry City";"Leicester City";"2-2";2;2;1;1;4;0;"D"
"1975-03-15";"Derby County";"Stoke City";"1-2";1;2;1;1;3;-1;"A"
"1975-03-15";"Ipswich Town";"Newcastle United";"5-4";5;4;1;1;9;1;"H"
"1975-03-15";"Leeds United";"Everton";"0-0";0;0;1;1;0;0;"D"
"1975-03-15";"Liverpool";"Sheffield United";"0-0";0;0;1;1;0;0;"D"
"1975-03-15";"Middlesbrough";"Tottenham Hotspur";"3-0";3;0;1;1;3;3;"H"
"1975-03-15";"Queens Park Rangers";"Manchester City";"2-0";2;0;1;1;2;2;"H"
"1975-03-15";"West Ham United";"Burnley";"2-1";2;1;1;1;3;1;"H"
"1975-03-15";"Wolverhampton Wanderers";"Chelsea";"7-1";7;1;1;1;8;6;"H"
"1975-03-18";"Arsenal";"Newcastle United";"3-0";3;0;1;1;3;3;"H"
"1975-03-18";"Birmingham City";"West Ham United";"1-1";1;1;1;1;2;0;"D"
"1975-03-18";"Middlesbrough";"Everton";"2-0";2;0;1;1;2;2;"H"
"1975-03-18";"Queens Park Rangers";"Chelsea";"1-0";1;0;1;1;1;1;"H"
"1975-03-18";"Stoke City";"Ipswich Town";"1-2";1;2;1;1;3;-1;"A"
"1975-03-19";"Leicester City";"Liverpool";"1-1";1;1;1;1;2;0;"D"
"1975-03-19";"Manchester City";"Carlisle United";"1-2";1;2;1;1;3;-1;"A"
"1975-03-22";"Birmingham City";"Queens Park Rangers";"4-1";4;1;1;1;5;3;"H"
"1975-03-22";"Burnley";"Arsenal";"3-3";3;3;1;1;6;0;"D"
"1975-03-22";"Chelsea";"Middlesbrough";"1-2";1;2;1;1;3;-1;"A"
"1975-03-22";"Everton";"Ipswich Town";"1-1";1;1;1;1;2;0;"D"
"1975-03-22";"Leicester City";"Wolverhampton Wanderers";"3-2";3;2;1;1;5;1;"H"
"1975-03-22";"Luton Town";"Leeds United";"2-1";2;1;1;1;3;1;"H"
"1975-03-22";"Manchester City";"Coventry City";"1-0";1;0;1;1;1;1;"H"
"1975-03-22";"Newcastle United";"Derby County";"0-2";0;2;1;1;2;-2;"A"
"1975-03-22";"Sheffield United";"West Ham United";"3-2";3;2;1;1;5;1;"H"
"1975-03-22";"Stoke City";"Carlisle United";"5-2";5;2;1;1;7;3;"H"
"1975-03-22";"Tottenham Hotspur";"Liverpool";"0-2";0;2;1;1;2;-2;"A"
"1975-03-25";"Birmingham City";"Carlisle United";"2-0";2;0;1;1;2;2;"H"
"1975-03-25";"Liverpool";"Newcastle United";"4-0";4;0;1;1;4;4;"H"
"1975-03-25";"Luton Town";"Arsenal";"2-0";2;0;1;1;2;2;"H"
"1975-03-28";"Coventry City";"Sheffield United";"2-2";2;2;1;1;4;0;"D"
"1975-03-28";"Manchester City";"Middlesbrough";"2-1";2;1;1;1;3;1;"H"
"1975-03-28";"Tottenham Hotspur";"Wolverhampton Wanderers";"3-0";3;0;1;1;3;3;"H"
"1975-03-28";"West Ham United";"Stoke City";"2-2";2;2;1;1;4;0;"D"
"1975-03-29";"Arsenal";"Stoke City";"1-1";1;1;1;1;2;0;"D"
"1975-03-29";"Carlisle United";"Everton";"3-0";3;0;1;1;3;3;"H"
"1975-03-29";"Derby County";"Luton Town";"5-0";5;0;1;1;5;5;"H"
"1975-03-29";"Ipswich Town";"Leicester City";"2-1";2;1;1;1;3;1;"H"
"1975-03-29";"Leeds United";"Newcastle United";"1-1";1;1;1;1;2;0;"D"
"1975-03-29";"Liverpool";"Birmingham City";"1-0";1;0;1;1;1;1;"H"
"1975-03-29";"Middlesbrough";"Burnley";"2-0";2;0;1;1;2;2;"H"
"1975-03-29";"Queens Park Rangers";"Tottenham Hotspur";"0-1";0;1;1;1;1;-1;"A"
"1975-03-29";"West Ham United";"Chelsea";"0-1";0;1;1;1;1;-1;"A"
"1975-03-29";"Wolverhampton Wanderers";"Manchester City";"1-0";1;0;1;1;1;1;"H"
"1975-03-31";"Arsenal";"Sheffield United";"1-0";1;0;1;1;1;1;"H"
"1975-03-31";"Burnley";"Derby County";"2-5";2;5;1;1;7;-3;"A"
"1975-03-31";"Chelsea";"Ipswich Town";"0-0";0;0;1;1;0;0;"D"
"1975-03-31";"Everton";"Coventry City";"1-0";1;0;1;1;1;1;"H"
"1975-03-31";"Leeds United";"Leicester City";"2-2";2;2;1;1;4;0;"D"
"1975-03-31";"Newcastle United";"Queens Park Rangers";"2-2";2;2;1;1;4;0;"D"
"1975-03-31";"Stoke City";"Liverpool";"2-0";2;0;1;1;2;2;"H"
"1975-03-31";"Wolverhampton Wanderers";"Luton Town";"5-2";5;2;1;1;7;3;"H"
"1975-04-01";"Carlisle United";"Burnley";"4-2";4;2;1;1;6;2;"H"
"1975-04-01";"Derby County";"Manchester City";"2-1";2;1;1;1;3;1;"H"
"1975-04-01";"Ipswich Town";"Birmingham City";"3-2";3;2;1;1;5;1;"H"
"1975-04-01";"Leicester City";"West Ham United";"3-0";3;0;1;1;3;3;"H"
"1975-04-01";"Sheffield United";"Leeds United";"1-1";1;1;1;1;2;0;"D"
"1975-04-04";"Everton";"Burnley";"1-1";1;1;1;1;2;0;"D"
"1975-04-05";"Carlisle United";"Coventry City";"0-0";0;0;1;1;0;0;"D"
"1975-04-05";"Leeds United";"Liverpool";"0-2";0;2;1;1;2;-2;"A"
"1975-04-05";"Leicester City";"Newcastle United";"4-0";4;0;1;1;4;4;"H"
"1975-04-05";"Middlesbrough";"Derby County";"1-1";1;1;1;1;2;0;"D"
"1975-04-05";"Queens Park Rangers";"Wolverhampton Wanderers";"2-0";2;0;1;1;2;2;"H"
"1975-04-05";"Stoke City";"Chelsea";"3-0";3;0;1;1;3;3;"H"
"1975-04-05";"Tottenham Hotspur";"Luton Town";"2-1";2;1;1;1;3;1;"H"
"1975-04-08";"Arsenal";"Coventry City";"2-0";2;0;1;1;2;2;"H"
"1975-04-09";"Derby County";"Wolverhampton Wanderers";"1-0";1;0;1;1;1;1;"H"
"1975-04-09";"Leicester City";"Middlesbrough";"1-0";1;0;1;1;1;1;"H"
"1975-04-09";"Luton Town";"Everton";"2-1";2;1;1;1;3;1;"H"
"1975-04-12";"Arsenal";"Leeds United";"1-2";1;2;1;1;3;-1;"A"
"1975-04-12";"Burnley";"Tottenham Hotspur";"3-2";3;2;1;1;5;1;"H"
"1975-04-12";"Chelsea";"Manchester City";"0-1";0;1;1;1;1;-1;"A"
"1975-04-12";"Coventry City";"Birmingham City";"1-0";1;0;1;1;1;1;"H"
"1975-04-12";"Derby County";"West Ham United";"1-0";1;0;1;1;1;1;"H"
"1975-04-12";"Ipswich Town";"Queens Park Rangers";"2-1";2;1;1;1;3;1;"H"
"1975-04-12";"Liverpool";"Carlisle United";"2-0";2;0;1;1;2;2;"H"
"1975-04-12";"Luton Town";"Leicester City";"3-0";3;0;1;1;3;3;"H"
"1975-04-12";"Newcastle United";"Everton";"0-1";0;1;1;1;1;-1;"A"
"1975-04-12";"Sheffield United";"Stoke City";"2-0";2;0;1;1;2;2;"H"
"1975-04-12";"Wolverhampton Wanderers";"Middlesbrough";"2-0";2;0;1;1;2;2;"H"
"1975-04-19";"Birmingham City";"Luton Town";"1-4";1;4;1;1;5;-3;"A"
"1975-04-19";"Carlisle United";"Wolverhampton Wanderers";"1-0";1;0;1;1;1;1;"H"
"1975-04-19";"Everton";"Sheffield United";"2-3";2;3;1;1;5;-1;"A"
"1975-04-19";"Leeds United";"Ipswich Town";"2-1";2;1;1;1;3;1;"H"
"1975-04-19";"Leicester City";"Derby County";"0-0";0;0;1;1;0;0;"D"
"1975-04-19";"Manchester City";"Burnley";"2-0";2;0;1;1;2;2;"H"
"1975-04-19";"Middlesbrough";"Liverpool";"1-0";1;0;1;1;1;1;"H"
"1975-04-19";"Queens Park Rangers";"Arsenal";"0-0";0;0;1;1;0;0;"D"
"1975-04-19";"Stoke City";"Newcastle United";"0-0";0;0;1;1;0;0;"D"
"1975-04-19";"Tottenham Hotspur";"Chelsea";"2-0";2;0;1;1;2;2;"H"
"1975-04-19";"West Ham United";"Coventry City";"1-2";1;2;1;1;3;-1;"A"
"1975-04-23";"Chelsea";"Sheffield United";"1-1";1;1;1;1;2;0;"D"
"1975-04-23";"Manchester City";"Ipswich Town";"1-1";1;1;1;1;2;0;"D"
"1975-04-23";"Newcastle United";"Arsenal";"3-1";3;1;1;1;4;2;"H"
"1975-04-26";"Arsenal";"Tottenham Hotspur";"1-0";1;0;1;1;1;1;"H"
"1975-04-26";"Burnley";"Stoke City";"0-0";0;0;1;1;0;0;"D"
"1975-04-26";"Chelsea";"Everton";"1-1";1;1;1;1;2;0;"D"
"1975-04-26";"Coventry City";"Middlesbrough";"0-2";0;2;1;1;2;-2;"A"
"1975-04-26";"Derby County";"Carlisle United";"0-0";0;0;1;1;0;0;"D"
"1975-04-26";"Ipswich Town";"West Ham United";"4-1";4;1;1;1;5;3;"H"
"1975-04-26";"Liverpool";"Queens Park Rangers";"3-1";3;1;1;1;4;2;"H"
"1975-04-26";"Luton Town";"Manchester City";"1-1";1;1;1;1;2;0;"D"
"1975-04-26";"Newcastle United";"Birmingham City";"1-2";1;2;1;1;3;-1;"A"
"1975-04-26";"Sheffield United";"Leicester City";"4-0";4;0;1;1;4;4;"H"
"1975-04-26";"Wolverhampton Wanderers";"Leeds United";"1-1";1;1;1;1;2;0;"D"
"1975-04-28";"Tottenham Hotspur";"Leeds United";"4-2";4;2;1;1;6;2;"H"
"1975-04-28";"West Ham United";"Arsenal";"1-0";1;0;1;1;1;1;"H"
"1975-04-29";"Birmingham City";"Sheffield United";"0-0";0;0;1;1;0;0;"D"
